event_date,root_zone_name,total_events
2026-01-21,"Корпус №2",957
2026-01-21,"Корпус №22 Ленина 12 (Кап строй)",48
2026-01-21,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",64
2026-01-21,"Корпус №22 Ленина 12 (СГИ)",115
2026-01-21,"Корпус №3",702
2026-01-21,"Корпус №4",1465
2026-01-21,"Корпус №5",1276
2026-01-21,"Корпус №6",135
2026-01-21,"Корпус №7",210
2026-01-21,"Корпус №8",421
2026-01-21,"Общежитие 1",439
2026-01-21,"Общежитие 3",555
2026-01-21,"Общежитие 4",420
2026-01-21,"Общежитие 5",989
2026-01-21,"Парковка Перекопская 15",524
2026-01-21,"Парковка Республики 9",78
2026-01-22,"АИ Корпус №1",144
2026-01-22,"АИ Корпус №2",27
2026-01-22,"АИ Корпус №3",571
2026-01-22,"АИ Корпус №4",247
2026-01-22,"АИ Корпус №5",198
2026-01-22,"АИ Корпус №7",914
2026-01-22,"Ишим Корпус №1",185
2026-01-22,"Ишим Корпус №5",45
2026-01-22,"Ишим Общежитие",232
2026-01-22,"Кирова 25 (кадры, док обеспечение)",396
2026-01-22,"Корпус № 4 Приемная комиссия",529
2026-01-22,"Корпус №1",2257
2026-01-22,"Корпус №10",1050
2026-01-22,"Корпус №11",621
2026-01-22,"Корпус №12",647
2026-01-22,"Корпус №13",54
2026-01-22,"Корпус №14",16
2026-01-22,"Корпус №16",88
2026-01-22,"Корпус №19",273
2026-01-22,"Корпус №2",920
2026-01-22,"Корпус №22 Ленина 12 (Кап строй)",43
2026-01-22,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",64
2026-01-22,"Корпус №22 Ленина 12 (СГИ)",132
2026-01-22,"Корпус №3",634
2026-01-22,"Корпус №4",1524
2026-01-22,"Корпус №5",1662
2026-01-22,"Корпус №6",211
2026-01-22,"Корпус №7",240
2026-01-22,"Корпус №8",360
2026-01-22,"Общежитие 1",482
2026-01-22,"Общежитие 3",580
2026-01-22,"Общежитие 4",424
2026-01-22,"Общежитие 5",1059
2026-01-22,"Парковка Перекопская 15",450
2026-01-22,"Парковка Республики 9",71
2026-01-23,"АИ Корпус №1",166
2026-01-23,"АИ Корпус №2",27
2026-01-23,"АИ Корпус №3",718
2026-01-23,"АИ Корпус №4",284
2026-01-23,"АИ Корпус №5",140
2026-01-23,"АИ Корпус №7",781
2026-01-23,"Ишим Корпус №1",251
2026-01-23,"Ишим Корпус №5",87
2026-01-23,"Ишим Общежитие",274
2026-01-23,"Кирова 25 (кадры, док обеспечение)",448
2026-01-23,"Корпус № 4 Приемная комиссия",468
2026-01-23,"Корпус №1",2406
2026-01-23,"Корпус №10",840
2026-01-23,"Корпус №11",732
2026-01-23,"Корпус №12",711
2026-01-23,"Корпус №13",38
2026-01-23,"Корпус №14",22
2026-01-23,"Корпус №16",78
2026-01-23,"Корпус №19",944
2026-01-23,"Корпус №2",897
2026-01-23,"Корпус №22 Ленина 12 (Кап строй)",29
2026-01-23,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",66
2026-01-23,"Корпус №22 Ленина 12 (СГИ)",124
2026-01-23,"Корпус №3",567
2026-01-23,"Корпус №4",1379
2026-01-23,"Корпус №5",1210
2026-01-23,"Корпус №6",261
2026-01-23,"Корпус №7",202
2026-01-23,"Корпус №8",311
2026-01-23,"Общежитие 1",418
2026-01-23,"Общежитие 3",567
2026-01-23,"Общежитие 4",355
2026-01-23,"Общежитие 5",970
2026-01-23,"Парковка Перекопская 15",464
2026-01-23,"Парковка Республики 9",79
2026-01-24,"АИ Корпус №1",57
2026-01-24,"АИ Корпус №3",120
2026-01-24,"АИ Корпус №4",90
2026-01-24,"АИ Корпус №5",171
2026-01-24,"АИ Корпус №7",303
2026-01-24,"Ишим Корпус №1",25
2026-01-24,"Ишим Корпус №5",29
2026-01-24,"Ишим Общежитие",160
2026-01-24,"Кирова 25 (кадры, док обеспечение)",2
2026-01-24,"Корпус № 4 Приемная комиссия",96
2026-01-24,"Корпус №1",1297
2026-01-24,"Корпус №10",604
2026-01-24,"Корпус №11",290
2026-01-24,"Корпус №12",193
2026-01-24,"Корпус №13",22
2026-01-24,"Корпус №14",40
2026-01-24,"Корпус №16",17
2026-01-24,"Корпус №19",105
2026-01-24,"Корпус №2",41
2026-01-24,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",4
2026-01-24,"Корпус №3",611
2026-01-24,"Корпус №4",780
2026-01-24,"Корпус №5",576
2026-01-24,"Корпус №6",73
2026-01-24,"Корпус №7",175
2026-01-24,"Корпус №8",299
2026-01-24,"Общежитие 1",399
2026-01-24,"Общежитие 3",475
2026-01-24,"Общежитие 4",373
2026-01-24,"Общежитие 5",842
2026-01-24,"Парковка Перекопская 15",138
2026-01-24,"Парковка Республики 9",25
2026-01-25,"АИ Корпус №7",6
2026-01-25,"Ишим Корпус №5",2
2026-01-25,"Ишим Общежитие",104
2026-01-25,"Кирова 25 (кадры, док обеспечение)",2
2026-01-25,"Корпус № 4 Приемная комиссия",117
2026-01-25,"Корпус №1",42
2026-01-25,"Корпус №10",1
2026-01-25,"Корпус №11",23
2026-01-25,"Корпус №12",2
2026-01-25,"Корпус №13",1
2026-01-25,"Корпус №16",2
2026-01-25,"Корпус №19",26
2026-01-25,"Корпус №2",53
2026-01-25,"Корпус №3",1
2026-01-25,"Корпус №4",179
2026-01-25,"Корпус №5",34
2026-01-25,"Корпус №6",12
2026-01-25,"Корпус №7",9
2026-01-25,"Корпус №8",255
2026-01-25,"Общежитие 1",357
2026-01-25,"Общежитие 3",452
2026-01-25,"Общежитие 4",403
2026-01-25,"Общежитие 5",776
2026-01-25,"Парковка Перекопская 15",34
2026-01-25,"Парковка Республики 9",9
2026-01-26,"АИ Корпус №1",147
2026-01-26,"АИ Корпус №2",28
2026-01-26,"АИ Корпус №3",1095
2026-01-26,"АИ Корпус №4",843
2026-01-26,"АИ Корпус №5",482
2026-01-26,"АИ Корпус №7",1202
2026-01-26,"Ишим Корпус №1",55
2026-01-26,"Ишим Корпус №5",50
2026-01-26,"Ишим Корпус №6",21
2026-01-26,"Ишим Общежитие",216
2026-01-26,"Кирова 25 (кадры, док обеспечение)",513
2026-01-26,"Корпус № 4 Приемная комиссия",573
2026-01-26,"Корпус №1",2446
2026-01-26,"Корпус №10",904
2026-01-26,"Корпус №11",511
2026-01-26,"Корпус №12",893
2026-01-26,"Корпус №13",55
2026-01-26,"Корпус №14",26
2026-01-26,"Корпус №16",70
2026-01-26,"Корпус №19",812
2026-01-26,"Корпус №2",942
2026-01-26,"Корпус №22 Ленина 12 (Кап строй)",27
2026-01-26,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",70
2026-01-26,"Корпус №22 Ленина 12 (СГИ)",125
2026-01-26,"Корпус №3",691
2026-01-26,"Корпус №4",1310
2026-01-26,"Корпус №5",1406
2026-01-26,"Корпус №6",197
2026-01-26,"Корпус №7",213
2026-01-26,"Корпус №8",261
2026-01-26,"Общежитие 1",386
2026-01-26,"Общежитие 3",543
2026-01-26,"Общежитие 4",461
2026-01-26,"Общежитие 5",942
2026-01-26,"Парковка Перекопская 15",580
2026-01-26,"Парковка Республики 9",80
2026-01-27,"АИ Корпус №1",287
2026-01-27,"АИ Корпус №2",20
2026-01-27,"АИ Корпус №3",970
2026-01-27,"АИ Корпус №4",764
2026-01-27,"АИ Корпус №5",458
2026-01-27,"АИ Корпус №7",1412
2026-01-27,"Ишим Корпус №1",148
2026-01-27,"Ишим Корпус №5",48
2026-01-27,"Ишим Корпус №6",1
2026-01-27,"Ишим Общежитие",195
2026-01-27,"Кирова 25 (кадры, док обеспечение)",482
2026-01-27,"Корпус № 4 Приемная комиссия",483
2026-01-27,"Корпус №1",2793
2026-01-27,"Корпус №10",1030
2026-01-27,"Корпус №11",572
2026-01-27,"Корпус №12",730
2026-01-27,"Корпус №13",70
2026-01-27,"Корпус №14",20
2026-01-27,"Корпус №16",27
2026-01-27,"Корпус №19",743
2026-01-27,"Корпус №2",998
2026-01-27,"Корпус №22 Ленина 12 (Кап строй)",31
2026-01-27,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",74
2026-01-27,"Корпус №22 Ленина 12 (СГИ)",131
2026-01-27,"Корпус №3",690
2026-01-27,"Корпус №4",1248
2026-01-27,"Корпус №5",1384
2026-01-27,"Корпус №6",213
2026-01-27,"Корпус №7",206
2026-01-27,"Корпус №8",355
2026-01-27,"Общежитие 1",405
2026-01-27,"Общежитие 3",545
2026-01-27,"Общежитие 4",406
2026-01-27,"Общежитие 5",990
2026-01-27,"Парковка Перекопская 15",544
2026-01-27,"Парковка Республики 9",86
2026-01-28,"АИ Корпус №1",258
2026-01-28,"АИ Корпус №2",30
2026-01-28,"АИ Корпус №3",914
2026-01-28,"АИ Корпус №4",887
2026-01-28,"АИ Корпус №5",597
2026-01-28,"АИ Корпус №7",1421
2026-01-28,"Ишим Корпус №1",207
2026-01-28,"Ишим Корпус №5",41
2026-01-28,"Ишим Общежитие",194
2026-01-28,"Кирова 25 (кадры, док обеспечение)",462
2026-01-28,"Корпус № 4 Приемная комиссия",535
2026-01-28,"Корпус №1",2097
2026-01-28,"Корпус №10",979
2026-01-28,"Корпус №11",559
2026-01-28,"Корпус №12",770
2026-01-28,"Корпус №13",91
2026-01-28,"Корпус №14",20
2026-01-28,"Корпус №19",761
2026-01-28,"Корпус №2",1008
2026-01-28,"Корпус №22 Ленина 12 (Кап строй)",26
2026-01-28,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",66
2026-01-28,"Корпус №22 Ленина 12 (СГИ)",116
2026-01-28,"Корпус №3",741
2026-01-28,"Корпус №4",1326
2026-01-28,"Корпус №5",1508
2026-01-28,"Корпус №6",200
2026-01-28,"Корпус №7",227
2026-01-28,"Корпус №8",287
2026-01-28,"Общежитие 1",407
2026-01-28,"Общежитие 3",531
2026-01-28,"Общежитие 4",437
2026-01-28,"Общежитие 5",1067
2026-01-28,"Парковка Перекопская 15",508
2026-01-28,"Парковка Республики 9",91
2026-01-29,"АИ Корпус №1",271
2026-01-29,"АИ Корпус №2",24
2026-01-29,"АИ Корпус №3",1077
2026-01-29,"АИ Корпус №4",660
2026-01-29,"АИ Корпус №5",616
2026-01-29,"АИ Корпус №7",1435
2026-01-29,"Ишим Корпус №1",222
2026-01-29,"Ишим Корпус №5",31
2026-01-29,"Ишим Общежитие",259
2026-01-29,"Кирова 25 (кадры, док обеспечение)",436
2026-01-29,"Корпус № 4 Приемная комиссия",407
2026-01-29,"Корпус №1",2305
2026-01-29,"Корпус №10",1147
2026-01-29,"Корпус №11",494
2026-01-29,"Корпус №12",722
2026-01-29,"Корпус №13",95
2026-01-29,"Корпус №14",38
2026-01-29,"Корпус №19",603
2026-01-29,"Корпус №2",1045
2026-01-29,"Корпус №22 Ленина 12 (Кап строй)",16
2026-01-29,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",52
2026-01-29,"Корпус №22 Ленина 12 (СГИ)",89
2026-01-29,"Корпус №3",745
2026-01-29,"Корпус №4",1292
2026-01-29,"Корпус №5",1312
2026-01-29,"Корпус №6",201
2026-01-29,"Корпус №7",203
2026-01-29,"Корпус №8",293
2026-01-29,"Общежитие 1",426
2026-01-29,"Общежитие 3",650
2026-01-29,"Общежитие 4",455
2026-01-29,"Общежитие 5",1043
2026-01-29,"Парковка Перекопская 15",610
2026-01-29,"Парковка Республики 9",98
2026-01-30,"АИ Корпус №1",300
2026-01-30,"АИ Корпус №2",21
2026-01-30,"АИ Корпус №3",796
2026-01-30,"АИ Корпус №4",722
2026-01-30,"АИ Корпус №5",564
2026-01-30,"АИ Корпус №7",1150
2026-01-30,"Ишим Корпус №1",141
2026-01-30,"Ишим Корпус №5",20
2026-01-30,"Ишим Общежитие",242
2026-01-30,"Кирова 25 (кадры, док обеспечение)",406
2026-01-30,"Корпус № 4 Приемная комиссия",606
2026-01-30,"Корпус №1",1938
2026-01-30,"Корпус №10",794
2026-01-30,"Корпус №11",366
2026-01-30,"Корпус №12",765
2026-01-30,"Корпус №13",55
2026-01-30,"Корпус №14",28
2026-01-30,"Корпус №19",728
2026-01-30,"Корпус №2",881
2026-01-30,"Корпус №22 Ленина 12 (Кап строй)",27
2026-01-30,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",52
2026-01-30,"Корпус №22 Ленина 12 (СГИ)",93
2026-01-30,"Корпус №3",757
2026-01-30,"Корпус №4",1078
2026-01-30,"Корпус №5",1114
2026-01-30,"Корпус №6",148
2026-01-30,"Корпус №7",197
2026-01-30,"Корпус №8",397
2026-01-30,"Общежитие 1",446
2026-01-30,"Общежитие 3",559
2026-01-30,"Общежитие 4",438
2026-01-30,"Общежитие 5",1011
2026-01-30,"Парковка Перекопская 15",474
2026-01-30,"Парковка Республики 9",65
2026-01-31,"АИ Корпус №3",213
2026-01-31,"АИ Корпус №4",160
2026-01-31,"АИ Корпус №5",12
2026-01-31,"АИ Корпус №7",263
2026-01-31,"Ишим Корпус №1",1
2026-01-31,"Ишим Корпус №5",2
2026-01-31,"Ишим Общежитие",122
2026-01-31,"Кирова 25 (кадры, док обеспечение)",2
2026-01-31,"Корпус № 4 Приемная комиссия",51
2026-01-31,"Корпус №1",823
2026-01-31,"Корпус №10",553
2026-01-31,"Корпус №11",220
2026-01-31,"Корпус №12",172
2026-01-31,"Корпус №13",20
2026-01-31,"Корпус №14",50
2026-01-31,"Корпус №19",57
2026-01-31,"Корпус №2",29
2026-01-31,"Корпус №22 Ленина 12 (Кап строй)",1
2026-01-31,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",6
2026-01-31,"Корпус №22 Ленина 12 (СГИ)",2
2026-01-31,"Корпус №3",713
2026-01-31,"Корпус №4",739
2026-01-31,"Корпус №5",368
2026-01-31,"Корпус №6",94
2026-01-31,"Корпус №7",180
2026-01-31,"Корпус №8",293
2026-01-31,"Общежитие 1",426
2026-01-31,"Общежитие 3",531
2026-01-31,"Общежитие 4",405
2026-01-31,"Общежитие 5",982
2026-01-31,"Парковка Перекопская 15",114
2026-01-31,"Парковка Республики 9",16
2026-02-01,"Ишим Общежитие",134
2026-02-01,"Корпус № 4 Приемная комиссия",8
2026-02-01,"Корпус №1",84
2026-02-01,"Корпус №10",1
2026-02-01,"Корпус №11",19
2026-02-01,"Корпус №13",1
2026-02-01,"Корпус №14",2
2026-02-01,"Корпус №19",32
2026-02-01,"Корпус №4",2
2026-02-01,"Корпус №5",8
2026-02-01,"Корпус №6",30
2026-02-01,"Корпус №7",36
2026-02-01,"Корпус №8",600
2026-02-01,"Общежитие 1",359
2026-02-01,"Общежитие 3",534
2026-02-01,"Общежитие 4",395
2026-02-01,"Общежитие 5",890
2026-02-01,"Парковка Перекопская 15",10
2026-02-01,"Парковка Республики 9",27
2026-02-02,"АИ Корпус №1",218
2026-02-02,"АИ Корпус №2",22
2026-02-02,"АИ Корпус №3",686
2026-02-02,"АИ Корпус №4",783
2026-02-02,"АИ Корпус №5",773
2026-02-02,"АИ Корпус №7",1072
2026-02-02,"Ишим Корпус №1",95
2026-02-02,"Ишим Корпус №5",41
2026-02-02,"Ишим Общежитие",193
2026-02-02,"Кирова 25 (кадры, док обеспечение)",408
2026-02-02,"Корпус № 4 Приемная комиссия",643
2026-02-02,"Корпус №1",1117
2026-02-02,"Корпус №10",391
2026-02-02,"Корпус №11",563
2026-02-02,"Корпус №12",1242
2026-02-02,"Корпус №13",51
2026-02-02,"Корпус №14",22
2026-02-02,"Корпус №19",1407
2026-02-02,"Корпус №2",1064
2026-02-02,"Корпус №22 Ленина 12 (Кап строй)",53
2026-02-02,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",50
2026-02-02,"Корпус №22 Ленина 12 (СГИ)",110
2026-02-02,"Корпус №3",759
2026-02-02,"Корпус №4",1197
2026-02-02,"Корпус №5",902
2026-02-02,"Корпус №6",183
2026-02-02,"Корпус №7",170
2026-02-02,"Корпус №8",450
2026-02-02,"Общежитие 1",493
2026-02-02,"Общежитие 3",619
2026-02-02,"Общежитие 4",432
2026-02-02,"Общежитие 5",1164
2026-02-02,"Парковка Перекопская 15",542
2026-02-02,"Парковка Республики 9",60
2026-02-03,"АИ Корпус №1",219
2026-02-03,"АИ Корпус №2",36
2026-02-03,"АИ Корпус №3",888
2026-02-03,"АИ Корпус №4",974
2026-02-03,"АИ Корпус №5",715
2026-02-03,"АИ Корпус №7",1235
2026-02-03,"Ишим Корпус №1",136
2026-02-03,"Ишим Корпус №5",31
2026-02-03,"Ишим Общежитие",175
2026-02-03,"Кирова 25 (кадры, док обеспечение)",455
2026-02-03,"Корпус № 4 Приемная комиссия",450
2026-02-03,"Корпус №1",945
2026-02-03,"Корпус №10",576
2026-02-03,"Корпус №11",467
2026-02-03,"Корпус №12",833
2026-02-03,"Корпус №13",50
2026-02-03,"Корпус №14",26
2026-02-03,"Корпус №19",1267
2026-02-03,"Корпус №2",889
2026-02-03,"Корпус №22 Ленина 12 (Кап строй)",49
2026-02-03,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",60
2026-02-03,"Корпус №22 Ленина 12 (СГИ)",117
2026-02-03,"Корпус №3",766
2026-02-03,"Корпус №4",1147
2026-02-03,"Корпус №5",920
2026-02-03,"Корпус №6",192
2026-02-03,"Корпус №7",176
2026-02-03,"Корпус №8",482
2026-02-03,"Общежитие 1",447
2026-02-03,"Общежитие 3",560
2026-02-03,"Общежитие 4",418
2026-02-03,"Общежитие 5",1181
2026-02-03,"Парковка Перекопская 15",526
2026-02-03,"Парковка Республики 9",58
2026-02-04,"АИ Корпус №1",218
2026-02-04,"АИ Корпус №2",17
2026-02-04,"АИ Корпус №3",1249
2026-02-04,"АИ Корпус №4",995
2026-02-04,"АИ Корпус №5",668
2026-02-04,"АИ Корпус №7",989
2026-02-04,"Ишим Корпус №1",105
2026-02-04,"Ишим Корпус №5",18
2026-02-04,"Ишим Корпус №6",1
2026-02-04,"Ишим Общежитие",214
2026-02-04,"Кирова 25 (кадры, док обеспечение)",416
2026-02-04,"Корпус № 4 Приемная комиссия",515
2026-02-04,"Корпус №1",1271
2026-02-04,"Корпус №10",514
2026-02-04,"Корпус №11",518
2026-02-04,"Корпус №12",772
2026-02-04,"Корпус №13",64
2026-02-04,"Корпус №14",22
2026-02-04,"Корпус №19",1601
2026-02-04,"Корпус №2",964
2026-02-04,"Корпус №22 Ленина 12 (Кап строй)",31
2026-02-04,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",80
2026-02-04,"Корпус №22 Ленина 12 (СГИ)",115
2026-02-04,"Корпус №3",719
2026-02-04,"Корпус №4",1138
2026-02-04,"Корпус №5",810
2026-02-04,"Корпус №6",136
2026-02-04,"Корпус №7",235
2026-02-04,"Корпус №8",510
2026-02-04,"Общежитие 1",447
2026-02-04,"Общежитие 3",645
2026-02-04,"Общежитие 4",499
2026-02-04,"Общежитие 5",1228
2026-02-04,"Парковка Перекопская 15",514
2026-02-04,"Парковка Республики 9",83
2026-02-05,"АИ Корпус №1",166
2026-02-05,"АИ Корпус №2",24
2026-02-05,"АИ Корпус №3",762
2026-02-05,"АИ Корпус №4",745
2026-02-05,"АИ Корпус №5",729
2026-02-05,"АИ Корпус №7",917
2026-02-05,"Ишим Корпус №1",147
2026-02-05,"Ишим Корпус №5",20
2026-02-05,"Ишим Общежитие",218
2026-02-05,"Кирова 25 (кадры, док обеспечение)",434
2026-02-05,"Корпус № 4 Приемная комиссия",434
2026-02-05,"Корпус №1",1290
2026-02-05,"Корпус №10",352
2026-02-05,"Корпус №11",415
2026-02-05,"Корпус №12",765
2026-02-05,"Корпус №13",64
2026-02-05,"Корпус №14",32
2026-02-05,"Корпус №19",1510
2026-02-05,"Корпус №2",1020
2026-02-05,"Корпус №22 Ленина 12 (Кап строй)",24
2026-02-05,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",64
2026-02-05,"Корпус №22 Ленина 12 (СГИ)",112
2026-02-05,"Корпус №3",744
2026-02-05,"Корпус №4",1004
2026-02-05,"Корпус №5",928
2026-02-05,"Корпус №6",145
2026-02-05,"Корпус №7",217
2026-02-05,"Корпус №8",557
2026-02-05,"Общежитие 1",465
2026-02-05,"Общежитие 3",586
2026-02-05,"Общежитие 4",507
2026-02-05,"Общежитие 5",1277
2026-02-05,"Парковка Перекопская 15",560
2026-02-05,"Парковка Республики 9",80
2026-02-06,"АИ Корпус №1",126
2026-02-06,"АИ Корпус №2",18
2026-02-06,"АИ Корпус №3",641
2026-02-06,"АИ Корпус №4",561
2026-02-06,"АИ Корпус №5",564
2026-02-06,"АИ Корпус №7",947
2026-02-06,"Ишим Корпус №1",118
2026-02-06,"Ишим Корпус №5",16
2026-02-06,"Ишим Общежитие",147
2026-02-06,"Кирова 25 (кадры, док обеспечение)",365
2026-02-06,"Корпус № 4 Приемная комиссия",363
2026-02-06,"Корпус №1",1305
2026-02-06,"Корпус №10",279
2026-02-06,"Корпус №11",486
2026-02-06,"Корпус №12",754
2026-02-06,"Корпус №13",51
2026-02-06,"Корпус №14",18
2026-02-06,"Корпус №19",1540
2026-02-06,"Корпус №2",848
2026-02-06,"Корпус №22 Ленина 12 (Кап строй)",25
2026-02-06,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",64
2026-02-06,"Корпус №22 Ленина 12 (СГИ)",105
2026-02-06,"Корпус №3",739
2026-02-06,"Корпус №4",1053
2026-02-06,"Корпус №5",1096
2026-02-06,"Корпус №6",155
2026-02-06,"Корпус №7",217
2026-02-06,"Корпус №8",380
2026-02-06,"Общежитие 1",527
2026-02-06,"Общежитие 3",692
2026-02-06,"Общежитие 4",576
2026-02-06,"Общежитие 5",1343
2026-02-06,"Парковка Перекопская 15",564
2026-02-06,"Парковка Республики 9",62
2026-02-07,"АИ Корпус №3",257
2026-02-07,"АИ Корпус №4",141
2026-02-07,"АИ Корпус №5",13
2026-02-07,"АИ Корпус №7",571
2026-02-07,"Ишим Корпус №1",6
2026-02-07,"Ишим Корпус №5",2
2026-02-07,"Ишим Общежитие",228
2026-02-07,"Корпус № 4 Приемная комиссия",74
2026-02-07,"Корпус №1",734
2026-02-07,"Корпус №10",296
2026-02-07,"Корпус №11",271
2026-02-07,"Корпус №12",242
2026-02-07,"Корпус №13",29
2026-02-07,"Корпус №14",2
2026-02-07,"Корпус №19",798
2026-02-07,"Корпус №2",18
2026-02-07,"Корпус №22 Ленина 12 (Кап строй)",2
2026-02-07,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",4
2026-02-07,"Корпус №22 Ленина 12 (СГИ)",2
2026-02-07,"Корпус №3",693
2026-02-07,"Корпус №4",457
2026-02-07,"Корпус №5",264
2026-02-07,"Корпус №6",73
2026-02-07,"Корпус №7",156
2026-02-07,"Корпус №8",359
2026-02-07,"Общежитие 1",524
2026-02-07,"Общежитие 3",733
2026-02-07,"Общежитие 4",577
2026-02-07,"Общежитие 5",1393
2026-02-07,"Парковка Перекопская 15",96
2026-02-07,"Парковка Республики 9",9
2026-02-08,"АИ Корпус №1",6
2026-02-08,"АИ Корпус №7",4
2026-02-08,"Ишим Общежитие",488
2026-02-08,"Корпус № 4 Приемная комиссия",48
2026-02-08,"Корпус №1",122
2026-02-08,"Корпус №10",1
2026-02-08,"Корпус №11",31
2026-02-08,"Корпус №12",2
2026-02-08,"Корпус №13",8
2026-02-08,"Корпус №14",4
2026-02-08,"Корпус №19",72
2026-02-08,"Корпус №2",28
2026-02-08,"Корпус №4",73
2026-02-08,"Корпус №5",82
2026-02-08,"Корпус №6",17
2026-02-08,"Корпус №7",62
2026-02-08,"Корпус №8",215
2026-02-08,"Общежитие 1",637
2026-02-08,"Общежитие 3",900
2026-02-08,"Общежитие 4",677
2026-02-08,"Общежитие 5",1769
2026-02-08,"Парковка Перекопская 15",32
2026-02-08,"Парковка Республики 9",1
2026-02-09,"АИ Корпус №1",247
2026-02-09,"АИ Корпус №2",22
2026-02-09,"АИ Корпус №3",847
2026-02-09,"АИ Корпус №4",884
2026-02-09,"АИ Корпус №5",494
2026-02-09,"АИ Корпус №7",650
2026-02-09,"Ишим Корпус №1",1257
2026-02-09,"Ишим Корпус №5",360
2026-02-09,"Ишим Корпус №6",100
2026-02-09,"Ишим Общежитие",933
2026-02-09,"Кирова 25 (кадры, док обеспечение)",462
2026-02-09,"Корпус № 4 Приемная комиссия",376
2026-02-09,"Корпус №1",9161
2026-02-09,"Корпус №10",3226
2026-02-09,"Корпус №11",1908
2026-02-09,"Корпус №12",2071
2026-02-09,"Корпус №13",416
2026-02-09,"Корпус №14",34
2026-02-09,"Корпус №19",1753
2026-02-09,"Корпус №2",926
2026-02-09,"Корпус №22 Ленина 12 (Кап строй)",19
2026-02-09,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",65
2026-02-09,"Корпус №22 Ленина 12 (СГИ)",98
2026-02-09,"Корпус №3",712
2026-02-09,"Корпус №4",6203
2026-02-09,"Корпус №5",5810
2026-02-09,"Корпус №6",788
2026-02-09,"Корпус №7",304
2026-02-09,"Корпус №8",823
2026-02-09,"Общежитие 1",916
2026-02-09,"Общежитие 3",1026
2026-02-09,"Общежитие 4",748
2026-02-09,"Общежитие 5",2291
2026-02-09,"Парковка Перекопская 15",776
2026-02-09,"Парковка Республики 9",75
2026-02-10,"АИ Корпус №1",216
2026-02-10,"АИ Корпус №2",63
2026-02-10,"АИ Корпус №3",1670
2026-02-10,"АИ Корпус №4",1267
2026-02-10,"АИ Корпус №5",551
2026-02-10,"АИ Корпус №7",1062
2026-02-10,"Ишим Корпус №1",1278
2026-02-10,"Ишим Корпус №5",310
2026-02-10,"Ишим Корпус №6",90
2026-02-10,"Ишим Общежитие",1003
2026-02-10,"Кирова 25 (кадры, док обеспечение)",557
2026-02-10,"Корпус № 4 Приемная комиссия",376
2026-02-10,"Корпус №1",8114
2026-02-10,"Корпус №10",3358
2026-02-10,"Корпус №11",1841
2026-02-10,"Корпус №12",1750
2026-02-10,"Корпус №13",438
2026-02-10,"Корпус №14",48
2026-02-10,"Корпус №19",1470
2026-02-10,"Корпус №2",957
2026-02-10,"Корпус №22 Ленина 12 (Кап строй)",25
2026-02-10,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",80
2026-02-10,"Корпус №22 Ленина 12 (СГИ)",120
2026-02-10,"Корпус №3",723
2026-02-10,"Корпус №4",4559
2026-02-10,"Корпус №5",4378
2026-02-10,"Корпус №6",924
2026-02-10,"Корпус №7",253
2026-02-10,"Корпус №8",963
2026-02-10,"Общежитие 1",814
2026-02-10,"Общежитие 3",1006
2026-02-10,"Общежитие 4",785
2026-02-10,"Общежитие 5",2442
2026-02-10,"Парковка Перекопская 15",778
2026-02-10,"Парковка Республики 9",65
2026-02-11,"АИ Корпус №1",278
2026-02-11,"АИ Корпус №2",30
2026-02-11,"АИ Корпус №3",709
2026-02-11,"АИ Корпус №4",972
2026-02-11,"АИ Корпус №5",612
2026-02-11,"АИ Корпус №7",752
2026-02-11,"Ишим Корпус №1",1331
2026-02-11,"Ишим Корпус №5",462
2026-02-11,"Ишим Корпус №6",36
2026-02-11,"Ишим Общежитие",962
2026-02-11,"Кирова 25 (кадры, док обеспечение)",514
2026-02-11,"Корпус № 4 Приемная комиссия",438
2026-02-11,"Корпус №1",9061
2026-02-11,"Корпус №10",3755
2026-02-11,"Корпус №11",2139
2026-02-11,"Корпус №12",1422
2026-02-11,"Корпус №13",348
2026-02-11,"Корпус №14",40
2026-02-11,"Корпус №19",1610
2026-02-11,"Корпус №2",983
2026-02-11,"Корпус №22 Ленина 12 (Кап строй)",30
2026-02-11,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",66
2026-02-11,"Корпус №22 Ленина 12 (СГИ)",112
2026-02-11,"Корпус №3",699
2026-02-11,"Корпус №4",5863
2026-02-11,"Корпус №5",4760
